year,community_area,primary_type,count
2016,35,INTERFERENCE WITH PUBLIC OFFICER,6
2016,35,MOTOR VEHICLE THEFT,96
2016,35,BURGLARY,48
2016,35,NARCOTICS,82
2016,36,HOMICIDE,4
2016,36,BATTERY,120
2016,36,ASSAULT,56
2016,36,KIDNAPPING,2
2016,36,OFFENSE INVOLVING CHILDREN,5
2016,36,NON-CRIMINAL,1
2016,36,NARCOTICS,7
2016,36,MOTOR VEHICLE THEFT,39
2016,36,OTHER OFFENSE,57
2016,36,DECEPTIVE PRACTICE,40
2016,36,CRIM SEXUAL ASSAULT,4
2016,36,THEFT,190
2016,36,OBSCENITY,1
2016,36,INTIMIDATION,1
2016,36,ROBBERY,23
2016,36,CRIMINAL DAMAGE,90
2016,36,BURGLARY,30
2016,36,STALKING,1
2016,36,ARSON,1
2016,36,PUBLIC PEACE VIOLATION,1
2016,36,WEAPONS VIOLATION,13
2016,36,CRIMINAL TRESPASS,16
2016,36,SEX OFFENSE,2
2016,37,OTHER OFFENSE,30
2016,37,CRIMINAL DAMAGE,91
2016,37,DECEPTIVE PRACTICE,54
2016,37,ROBBERY,55
2016,37,NON-CRIMINAL (SUBJECT SPECIFIED),1
2016,37,GAMBLING,1
2016,37,ASSAULT,96
2016,37,THEFT,239
2016,37,CRIM SEXUAL ASSAULT,8
2016,37,INTERFERENCE WITH PUBLIC OFFICER,6
2016,37,CRIMINAL SEXUAL ASSAULT,1
2016,37,PUBLIC PEACE VIOLATION,3
2016,37,MOTOR VEHICLE THEFT,42
2016,37,NARCOTICS,36
2016,37,WEAPONS VIOLATION,15
2016,37,OBSCENITY,1
2016,37,BURGLARY,21
2016,37,CRIMINAL TRESPASS,35
2016,37,OFFENSE INVOLVING CHILDREN,14
2016,37,HOMICIDE,5
2016,37,ARSON,2
2016,37,SEX OFFENSE,4
2016,37,BATTERY,171
2016,38,GAMBLING,2
2016,38,PUBLIC PEACE VIOLATION,12
2016,38,ROBBERY,183
2016,38,CRIMINAL SEXUAL ASSAULT,2
2016,38,KIDNAPPING,1
2016,38,OBSCENITY,1
2016,38,ARSON,1
2016,38,PROSTITUTION,1
2016,38,INTERFERENCE WITH PUBLIC OFFICER,12
2016,38,THEFT,730
2016,38,ASSAULT,264
2016,38,BURGLARY,139
2016,38,HOMICIDE,9
2016,38,MOTOR VEHICLE THEFT,154
2016,38,BATTERY,666
2016,38,DECEPTIVE PRACTICE,220
2016,38,WEAPONS VIOLATION,46
2016,38,OFFENSE INVOLVING CHILDREN,35
2016,38,CRIMINAL DAMAGE,437
2016,38,CRIMINAL TRESPASS,60
2016,38,CRIM SEXUAL ASSAULT,24
2016,38,SEX OFFENSE,14
2016,38,LIQUOR LAW VIOLATION,4
2016,38,HUMAN TRAFFICKING,1
2016,38,STALKING,2
2016,38,NARCOTICS,88
2016,38,OTHER OFFENSE,215
2016,39,PUBLIC PEACE VIOLATION,2
2016,39,OTHER OFFENSE,96
2016,39,CRIMINAL DAMAGE,167
2016,39,INTIMIDATION,2
2016,39,WEAPONS VIOLATION,7
2016,39,ROBBERY,80
2016,39,ASSAULT,114
2016,39,ARSON,2
2016,39,NARCOTICS,11
2016,39,CRIM SEXUAL ASSAULT,12
2016,39,BURGLARY,83
2016,39,SEX OFFENSE,7
2016,39,OFFENSE INVOLVING CHILDREN,6
2016,39,HOMICIDE,3
2016,39,DECEPTIVE PRACTICE,130
2016,39,MOTOR VEHICLE THEFT,57
2016,39,THEFT,339
2016,39,BATTERY,270
2016,39,CRIMINAL TRESPASS,33
2016,40,BATTERY,681
2016,40,NARCOTICS,97
2016,40,INTERFERENCE WITH PUBLIC OFFICER,4
2016,40,GAMBLING,2
2016,40,ASSAULT,224
2016,40,BURGLARY,175
2016,40,INTIMIDATION,2
2016,40,SEX OFFENSE,6
2016,40,DECEPTIVE PRACTICE,121
2016,40,THEFT,430
2016,40,WEAPONS VIOLATION,41
2016,40,HOMICIDE,11
2016,40,OTHER OFFENSE,186
2016,40,STALKING,1
2016,40,CRIMINAL DAMAGE,345
2016,40,KIDNAPPING,2
2016,40,CRIMINAL TRESPASS,61
2016,40,PUBLIC PEACE VIOLATION,23
2016,40,MOTOR VEHICLE THEFT,97
2016,40,LIQUOR LAW VIOLATION,1
2016,40,CRIM SEXUAL ASSAULT,12
2016,40,ARSON,1
2016,40,ROBBERY,173
2016,40,OFFENSE INVOLVING CHILDREN,19
2016,41,OFFENSE INVOLVING CHILDREN,11
2016,41,PUBLIC PEACE VIOLATION,10
2016,41,STALKING,2
2016,41,ROBBERY,94
2016,41,CRIMINAL DAMAGE,216
2016,41,ARSON,1
2016,41,DECEPTIVE PRACTICE,188
2016,41,CRIMINAL TRESPASS,43
2016,41,THEFT,572
2016,41,SEX OFFENSE,8
2016,41,LIQUOR LAW VIOLATION,1
2016,41,ASSAULT,72
2016,41,NARCOTICS,9
2016,41,INTERFERENCE WITH PUBLIC OFFICER,2
2016,41,CRIM SEXUAL ASSAULT,8
2016,41,HOMICIDE,2
2016,41,OTHER OFFENSE,113
2016,41,BATTERY,169
2016,41,INTIMIDATION,1
2016,41,BURGLARY,166
2016,41,MOTOR VEHICLE THEFT,73
2016,41,WEAPONS VIOLATION,5
2016,42,THEFT,576
2016,42,OFFENSE INVOLVING CHILDREN,39
2016,42,HUMAN TRAFFICKING,1
2016,42,ROBBERY,196
2016,42,OTHER OFFENSE,295
2016,42,HOMICIDE,9
2016,42,PROSTITUTION,2
2016,42,CRIMINAL DAMAGE,409
2016,42,NARCOTICS,145
2016,42,CRIMINAL TRESPASS,93
2016,42,CRIM SEXUAL ASSAULT,19
2016,42,DECEPTIVE PRACTICE,190
2016,42,KIDNAPPING,5
2016,42,MOTOR VEHICLE THEFT,129
2016,42,BATTERY,808
2016,42,GAMBLING,3
2016,42,INTERFERENCE WITH PUBLIC OFFICER,20
2016,42,PUBLIC PEACE VIOLATION,30
2016,42,SEX OFFENSE,21
2016,42,INTIMIDATION,1
2016,42,WEAPONS VIOLATION,49
2016,42,BURGLARY,299
2016,42,STALKING,3
2016,42,ASSAULT,290
2016,42,ARSON,3
2016,43,INTERFERENCE WITH PUBLIC OFFICER,37
2016,43,CRIM SEXUAL ASSAULT,45
2016,43,ARSON,7
2016,43,HOMICIDE,24
2016,43,ROBBERY,461
2016,43,THEFT,1266
2016,43,BATTERY,1990
2016,43,INTIMIDATION,3
2016,43,PUBLIC PEACE VIOLATION,39
2016,43,ASSAULT,744
2016,43,SEX OFFENSE,27
2016,43,OTHER OFFENSE,646
2016,43,WEAPONS VIOLATION,111
2016,43,OBSCENITY,1
2016,43,CRIMINAL TRESPASS,168
2016,43,NON - CRIMINAL,1
2016,43,GAMBLING,6
2016,43,OFFENSE INVOLVING CHILDREN,69
2016,43,CRIMINAL SEXUAL ASSAULT,7
2016,43,NARCOTICS,265
2016,43,MOTOR VEHICLE THEFT,305
2016,43,LIQUOR LAW VIOLATION,1
2016,43,CRIMINAL DAMAGE,971
2016,43,BURGLARY,584
2016,43,PROSTITUTION,5
2016,43,STALKING,2
2016,43,DECEPTIVE PRACTICE,440
2016,43,KIDNAPPING,2
2016,44,PUBLIC PEACE VIOLATION,27
2016,44,BATTERY,1338
2016,44,OTHER OFFENSE,416
2016,44,CRIMINAL DAMAGE,712
2016,44,CONCEALED CARRY LICENSE VIOLATION,2
2016,44,OFFENSE INVOLVING CHILDREN,57
2016,44,STALKING,7
2016,44,MOTOR VEHICLE THEFT,237
2016,44,BURGLARY,382
2016,44,CRIMINAL TRESPASS,146
2016,44,GAMBLING,2
2016,44,NARCOTICS,238
2016,44,HOMICIDE,19
2016,44,INTERFERENCE WITH PUBLIC OFFICER,27
2016,44,DECEPTIVE PRACTICE,386
2016,44,SEX OFFENSE,14
2016,44,ARSON,11
2016,44,CRIM SEXUAL ASSAULT,24
2016,44,ASSAULT,471
2016,44,ROBBERY,320
2016,44,THEFT,1358
2016,44,WEAPONS VIOLATION,65
2016,44,KIDNAPPING,11
2016,45,OFFENSE INVOLVING CHILDREN,14
2016,45,ROBBERY,65
2016,45,KIDNAPPING,1
2016,45,BATTERY,277
2016,45,CRIMINAL DAMAGE,157
2016,45,CRIMINAL TRESPASS,27
2016,45,OTHER OFFENSE,99
2016,45,INTERFERENCE WITH PUBLIC OFFICER,6
2016,45,BURGLARY,88
2016,45,LIQUOR LAW VIOLATION,1
2016,45,WEAPONS VIOLATION,33
2016,45,ASSAULT,121
2016,45,DECEPTIVE PRACTICE,86
2016,45,STALKING,1
2016,45,HOMICIDE,6
2016,45,CRIM SEXUAL ASSAULT,8
2016,45,INTIMIDATION,1
2016,45,ARSON,4
2016,45,MOTOR VEHICLE THEFT,53
2016,45,THEFT,198
2016,45,PUBLIC PEACE VIOLATION,15
2016,45,NARCOTICS,53
2016,45,SEX OFFENSE,2
2016,46,CRIMINAL DAMAGE,576
2016,46,ASSAULT,502
2016,46,SEX OFFENSE,15
2016,46,STALKING,3
2016,46,HUMAN TRAFFICKING,1
2016,46,NARCOTICS,218
2016,46,CRIMINAL SEXUAL ASSAULT,3
2016,46,INTIMIDATION,4
2016,46,CRIM SEXUAL ASSAULT,23
2016,46,HOMICIDE,19
2016,46,MOTOR VEHICLE THEFT,161
2016,46,PUBLIC PEACE VIOLATION,35
2016,46,LIQUOR LAW VIOLATION,1
2016,46,GAMBLING,1
2016,46,ARSON,7
2016,46,THEFT,659
2016,46,WEAPONS VIOLATION,80
2016,46,KIDNAPPING,6
2016,46,OFFENSE INVOLVING CHILDREN,67
2016,46,INTERFERENCE WITH PUBLIC OFFICER,23
2016,46,CRIMINAL TRESPASS,110
2016,46,OTHER OFFENSE,409
2016,46,BURGLARY,310
2016,46,ROBBERY,214
2016,46,BATTERY,1142
2016,46,PROSTITUTION,1
2016,46,DECEPTIVE PRACTICE,216
2016,47,ROBBERY,13
2016,47,MOTOR VEHICLE THEFT,17
2016,47,OTHER OFFENSE,33
2016,47,CRIMINAL TRESPASS,6
2016,47,ASSAULT,38
2016,47,ARSON,1
2016,47,DECEPTIVE PRACTICE,25
2016,47,NARCOTICS,15
2016,47,BATTERY,86
2016,47,THEFT,53
2016,47,CRIMINAL DAMAGE,72
2016,47,BURGLARY,23
2016,47,WEAPONS VIOLATION,6
2016,47,CRIM SEXUAL ASSAULT,5
2016,47,PUBLIC PEACE VIOLATION,4
2016,47,OFFENSE INVOLVING CHILDREN,4
2016,47,INTERFERENCE WITH PUBLIC OFFICER,1
2016,48,OBSCENITY,1
2016,48,INTERFERENCE WITH PUBLIC OFFICER,6
2016,48,OTHER OFFENSE,126
2016,48,STALKING,1
2016,48,LIQUOR LAW VIOLATION,1
2016,48,PUBLIC PEACE VIOLATION,5
2016,48,HOMICIDE,1
2016,48,ASSAULT,115
2016,48,MOTOR VEHICLE THEFT,88
2016,48,KIDNAPPING,2
2016,48,CRIMINAL DAMAGE,171
2016,48,ROBBERY,63
2016,48,BURGLARY,93
2016,48,NARCOTICS,31
2016,48,DECEPTIVE PRACTICE,134
2016,48,ARSON,2
2016,48,THEFT,273
2016,48,BATTERY,253
2016,48,OFFENSE INVOLVING CHILDREN,18
2016,48,CRIM SEXUAL ASSAULT,6
2016,48,WEAPONS VIOLATION,11
2016,48,GAMBLING,1
2016,48,INTIMIDATION,1
2016,48,CRIMINAL TRESPASS,19
2016,49,HOMICIDE,32
2016,49,THEFT,990
2016,49,WEAPONS VIOLATION,140
2016,49,GAMBLING,5
2016,49,OFFENSE INVOLVING CHILDREN,68
2016,49,DECEPTIVE PRACTICE,306
2016,49,LIQUOR LAW VIOLATION,1
2016,49,ROBBERY,352
2016,49,STALKING,2
2016,49,KIDNAPPING,5
2016,49,NARCOTICS,378
2016,49,INTIMIDATION,1
2016,49,ASSAULT,606
2016,49,OBSCENITY,1
2016,49,CRIM SEXUAL ASSAULT,45
2016,49,CRIMINAL DAMAGE,878
2016,49,INTERFERENCE WITH PUBLIC OFFICER,45
2016,49,ARSON,24
2016,49,CRIMINAL TRESPASS,202
2016,49,BATTERY,1499
2016,49,OTHER OFFENSE,521
2016,49,HUMAN TRAFFICKING,1
2016,49,PUBLIC PEACE VIOLATION,37
2016,49,MOTOR VEHICLE THEFT,262
2016,49,CRIMINAL SEXUAL ASSAULT,3
2016,49,PROSTITUTION,21
2016,49,SEX OFFENSE,20
2016,49,BURGLARY,455
2016,50,OTHER OFFENSE,105
2016,50,STALKING,1
2016,50,CRIMINAL TRESPASS,25
2016,50,CRIM SEXUAL ASSAULT,8
2016,50,ASSAULT,110
2016,50,SEX OFFENSE,6
2016,50,OFFENSE INVOLVING CHILDREN,13
2016,50,BATTERY,237
2016,50,KIDNAPPING,2
2016,50,INTERFERENCE WITH PUBLIC OFFICER,4
2016,50,PUBLIC PEACE VIOLATION,11
2016,50,ROBBERY,40
2016,50,CONCEALED CARRY LICENSE VIOLATION,1
2016,50,CRIMINAL DAMAGE,160
2016,50,MOTOR VEHICLE THEFT,45
2016,50,DECEPTIVE PRACTICE,81
2016,50,INTIMIDATION,1
2016,50,ARSON,2
2016,50,BURGLARY,50
2016,50,HOMICIDE,2
2016,50,WEAPONS VIOLATION,13
2016,50,THEFT,264
2016,50,NARCOTICS,32
2016,50,GAMBLING,1
2016,51,BATTERY,353
2016,51,THEFT,397
2016,51,MOTOR VEHICLE THEFT,80
2016,51,ROBBERY,65
2016,51,INTERFERENCE WITH PUBLIC OFFICER,8
2016,51,CRIM SEXUAL ASSAULT,5
2016,51,OTHER OFFENSE,158
2016,51,PUBLIC PEACE VIOLATION,13
2016,51,LIQUOR LAW VIOLATION,2
2016,51,SEX OFFENSE,6
2016,51,STALKING,3
2016,51,HOMICIDE,3
2016,51,OFFENSE INVOLVING CHILDREN,20
2016,51,CRIMINAL DAMAGE,253
2016,51,CRIMINAL TRESPASS,59
2016,51,ARSON,5
2016,51,KIDNAPPING,3
2016,51,ASSAULT,186
2016,51,NARCOTICS,58
2016,51,BURGLARY,73
2016,51,DECEPTIVE PRACTICE,114
2016,51,WEAPONS VIOLATION,27
2016,52,INTERFERENCE WITH PUBLIC OFFICER,4
2016,52,CRIMINAL TRESPASS,27
2016,52,BURGLARY,65
2016,52,WEAPONS VIOLATION,21
2016,52,PUBLIC PEACE VIOLATION,13
2016,52,HOMICIDE,2
2016,52,CRIMINAL DAMAGE,224
2016,52,DECEPTIVE PRACTICE,76
2016,52,ROBBERY,23
2016,52,LIQUOR LAW VIOLATION,1
2016,52,KIDNAPPING,1
2016,52,CRIMINAL SEXUAL ASSAULT,1
2016,52,MOTOR VEHICLE THEFT,51
2016,52,SEX OFFENSE,11
2016,52,ARSON,4
2016,52,OFFENSE INVOLVING CHILDREN,31
2016,52,BATTERY,295
2016,52,ASSAULT,120
2016,52,OTHER OFFENSE,100
2016,52,NARCOTICS,46
2016,52,CRIM SEXUAL ASSAULT,1
2016,52,THEFT,218
2016,53,NARCOTICS,163
2016,53,MOTOR VEHICLE THEFT,160
2016,53,CRIMINAL DAMAGE,598
2016,53,PUBLIC PEACE VIOLATION,20
2016,53,SEX OFFENSE,15
2016,53,LIQUOR LAW VIOLATION,3
2016,53,ASSAULT,343
2016,53,CRIMINAL TRESPASS,74
2016,53,DECEPTIVE PRACTICE,199
2016,53,INTIMIDATION,1
2016,53,PROSTITUTION,8
2016,53,INTERFERENCE WITH PUBLIC OFFICER,19
2016,53,ROBBERY,147
2016,53,WEAPONS VIOLATION,117
2016,53,HOMICIDE,10
2016,53,STALKING,3
2016,53,BATTERY,861
2016,53,KIDNAPPING,4
2016,53,BURGLARY,225
2016,53,ARSON,18
2016,53,OFFENSE INVOLVING CHILDREN,45
2016,53,THEFT,494
2016,53,OTHER OFFENSE,340
2016,53,CRIM SEXUAL ASSAULT,31
2016,54,CRIMINAL TRESPASS,38
2016,54,HOMICIDE,5
2016,54,BATTERY,376
2016,54,CRIMINAL DAMAGE,168
2016,54,CRIM SEXUAL ASSAULT,11
2016,54,WEAPONS VIOLATION,39
2016,54,ARSON,3
2016,54,BURGLARY,71
2016,54,SEX OFFENSE,9
2016,54,KIDNAPPING,1
2016,54,MOTOR VEHICLE THEFT,40
2016,54,INTERFERENCE WITH PUBLIC OFFICER,3
2016,54,DECEPTIVE PRACTICE,48
2016,54,THEFT,127
2016,54,PUBLIC PEACE VIOLATION,7
2016,54,NARCOTICS,32
2016,54,OTHER OFFENSE,93
2016,54,STALKING,4
2016,54,OFFENSE INVOLVING CHILDREN,18
2016,54,ROBBERY,42
2016,54,ASSAULT,145
2016,55,BURGLARY,34
2016,55,SEX OFFENSE,3
2016,55,CRIMINAL DAMAGE,86
2016,55,DECEPTIVE PRACTICE,48
2016,55,THEFT,112
2016,55,MOTOR VEHICLE THEFT,17
2016,55,ASSAULT,57
2016,55,WEAPONS VIOLATION,4
2016,55,OFFENSE INVOLVING CHILDREN,8
2016,55,CRIMINAL TRESPASS,12
2016,55,STALKING,1
2016,55,PUBLIC PEACE VIOLATION,2
2016,55,CRIM SEXUAL ASSAULT,3
2016,55,ROBBERY,6
2016,55,NARCOTICS,8
2016,55,BATTERY,143
2016,55,INTERFERENCE WITH PUBLIC OFFICER,2
2016,55,OTHER OFFENSE,41
2016,56,INTERFERENCE WITH PUBLIC OFFICER,6
2016,56,NON-CRIMINAL,2
2016,56,SEX OFFENSE,6
2016,56,THEFT,506
2016,56,INTIMIDATION,2
2016,56,CONCEALED CARRY LICENSE VIOLATION,9
2016,56,DECEPTIVE PRACTICE,238
2016,56,PROSTITUTION,19
2016,56,WEAPONS VIOLATION,5
2016,56,HOMICIDE,3
2016,56,MOTOR VEHICLE THEFT,105
2016,56,BURGLARY,153
2016,56,OTHER OFFENSE,117
2016,56,ARSON,5
2016,56,OFFENSE INVOLVING CHILDREN,26
2016,56,CRIM SEXUAL ASSAULT,12
2016,56,CRIMINAL TRESPASS,44
2016,56,CRIMINAL SEXUAL ASSAULT,1
2016,56,BATTERY,275
2016,56,OBSCENITY,1
2016,56,KIDNAPPING,1
2016,56,ROBBERY,49
2016,56,NARCOTICS,61
2016,56,CRIMINAL DAMAGE,330
2016,56,ASSAULT,123
2016,56,PUBLIC PEACE VIOLATION,17
2016,57,STALKING,3
2016,57,SEX OFFENSE,4
2016,57,INTERFERENCE WITH PUBLIC OFFICER,1
2016,57,PROSTITUTION,1
2016,57,ARSON,3
2016,57,MOTOR VEHICLE THEFT,70
2016,57,CRIM SEXUAL ASSAULT,5
2016,57,THEFT,217
2016,57,WEAPONS VIOLATION,13
2016,57,PUBLIC PEACE VIOLATION,7
2016,57,NON-CRIMINAL,1
2016,57,ROBBERY,25
2016,57,OFFENSE INVOLVING CHILDREN,5
2016,57,HOMICIDE,4
2016,57,BURGLARY,63
2016,57,CRIMINAL TRESPASS,15
2016,57,ASSAULT,60
2016,57,BATTERY,133
2016,57,NARCOTICS,32
2016,57,DECEPTIVE PRACTICE,56
2016,57,OTHER OFFENSE,51
2016,57,CRIMINAL DAMAGE,114
2016,58,OBSCENITY,1
2016,58,CRIMINAL DAMAGE,374
2016,58,HOMICIDE,12
2016,58,SEX OFFENSE,21
2016,58,LIQUOR LAW VIOLATION,5
2016,58,INTERFERENCE WITH PUBLIC OFFICER,9
2016,58,WEAPONS VIOLATION,39
2016,58,OTHER OFFENSE,173
2016,58,OFFENSE INVOLVING CHILDREN,34
2016,58,CRIM SEXUAL ASSAULT,16
2016,58,INTIMIDATION,1
2016,58,PUBLIC PEACE VIOLATION,18
2016,58,STALKING,3
2016,58,MOTOR VEHICLE THEFT,153
2016,58,ASSAULT,203
2016,58,NARCOTICS,157
2016,58,THEFT,339
2016,58,CRIMINAL TRESPASS,36
2016,58,KIDNAPPING,2
2016,58,BATTERY,534
2016,58,PROSTITUTION,29
2016,58,ROBBERY,151
2016,58,CRIMINAL SEXUAL ASSAULT,1
2016,58,BURGLARY,198
2016,58,DECEPTIVE PRACTICE,122
2016,58,ARSON,11
2016,59,WEAPONS VIOLATION,9
2016,59,CRIMINAL SEXUAL ASSAULT,1
2016,59,OFFENSE INVOLVING CHILDREN,11
2016,59,INTERFERENCE WITH PUBLIC OFFICER,2
2016,59,BATTERY,162
2016,59,BURGLARY,63
2016,59,SEX OFFENSE,3
2016,59,KIDNAPPING,1
2016,59,ASSAULT,76
2016,59,DECEPTIVE PRACTICE,47
2016,59,CRIM SEXUAL ASSAULT,2
2016,59,NARCOTICS,58
2016,59,INTIMIDATION,1
2016,59,LIQUOR LAW VIOLATION,2
2016,59,THEFT,252
2016,59,MOTOR VEHICLE THEFT,58
2016,59,ARSON,5
2016,59,CRIMINAL TRESPASS,14
2016,59,NON-CRIMINAL,1
2016,59,CRIMINAL DAMAGE,174
2016,59,OTHER OFFENSE,69
2016,59,STALKING,3
2016,59,ROBBERY,29
2016,59,HOMICIDE,1
2016,60,OTHER OFFENSE,113
2016,60,THEFT,396
2016,60,CRIMINAL SEXUAL ASSAULT,1
2016,60,SEX OFFENSE,7
2016,60,CRIMINAL TRESPASS,44
2016,60,BATTERY,259
2016,60,PUBLIC PEACE VIOLATION,6
2016,60,BURGLARY,113
2016,60,MOTOR VEHICLE THEFT,59
2016,60,NON-CRIMINAL,2
2016,60,NON - CRIMINAL,1
2016,60,HOMICIDE,2
2016,60,ROBBERY,72
2016,60,ASSAULT,125
2016,60,STALKING,2
2016,60,LIQUOR LAW VIOLATION,5
2016,60,OFFENSE INVOLVING CHILDREN,4
2016,60,CRIM SEXUAL ASSAULT,3
2016,60,INTERFERENCE WITH PUBLIC OFFICER,5
2016,60,NARCOTICS,48
2016,60,KIDNAPPING,1
2016,60,PROSTITUTION,3
2016,60,DECEPTIVE PRACTICE,138
2016,60,WEAPONS VIOLATION,16
2016,60,INTIMIDATION,4
2016,60,ARSON,1
2016,60,CRIMINAL DAMAGE,268
2016,61,INTIMIDATION,8
2016,61,CRIMINAL SEXUAL ASSAULT,3
2016,61,WEAPONS VIOLATION,109
2016,61,OFFENSE INVOLVING CHILDREN,59
2016,61,CRIMINAL TRESPASS,80
2016,61,SEX OFFENSE,29
2016,61,BATTERY,1096
2016,61,INTERFERENCE WITH PUBLIC OFFICER,31
2016,61,GAMBLING,3
2016,61,BURGLARY,303
2016,61,CRIM SEXUAL ASSAULT,33
2016,61,NON-CRIMINAL,1
2016,61,OTHER NARCOTIC VIOLATION,1
2016,61,ARSON,17
2016,61,MOTOR VEHICLE THEFT,192
2016,61,ASSAULT,437
2016,61,KIDNAPPING,3
2016,61,STALKING,3
2016,61,HOMICIDE,42
2016,61,PUBLIC PEACE VIOLATION,29
2016,61,THEFT,762
2016,61,OTHER OFFENSE,361
2016,61,NARCOTICS,317
2016,61,LIQUOR LAW VIOLATION,4
2016,61,CRIMINAL DAMAGE,560
2016,61,DECEPTIVE PRACTICE,204
2016,61,ROBBERY,260
2016,61,PROSTITUTION,2
2016,61,OBSCENITY,1
2016,62,CRIMINAL DAMAGE,171
2016,62,NARCOTICS,17
2016,62,CRIMINAL TRESPASS,31
2016,62,DECEPTIVE PRACTICE,75
2016,62,BATTERY,142
2016,62,SEX OFFENSE,4
2016,62,ROBBERY,60
2016,62,KIDNAPPING,1
2016,62,ASSAULT,49
2016,62,INTIMIDATION,1
2016,62,OTHER OFFENSE,67
2016,62,MOTOR VEHICLE THEFT,63
2016,62,HOMICIDE,6
2016,62,PUBLIC PEACE VIOLATION,7
2016,62,CRIMINAL SEXUAL ASSAULT,2
2016,62,THEFT,238
2016,62,BURGLARY,136
2016,62,OBSCENITY,2
2016,62,INTERFERENCE WITH PUBLIC OFFICER,1
2016,62,PUBLIC INDECENCY,1
2016,62,OFFENSE INVOLVING CHILDREN,9
2016,62,STALKING,1
2016,62,ARSON,4
2016,62,WEAPONS VIOLATION,11
2016,62,CRIM SEXUAL ASSAULT,2
2016,63,INTIMIDATION,2
2016,63,PUBLIC PEACE VIOLATION,18
2016,63,BURGLARY,175
2016,63,MOTOR VEHICLE THEFT,124
2016,63,KIDNAPPING,1
2016,63,BATTERY,475
2016,63,CRIMINAL DAMAGE,356
2016,63,CRIMINAL TRESPASS,22
2016,63,STALKING,3
2016,63,LIQUOR LAW VIOLATION,1
2016,63,DECEPTIVE PRACTICE,109
2016,63,THEFT,411
2016,63,ASSAULT,175
2016,63,OFFENSE INVOLVING CHILDREN,50
2016,63,ARSON,3
2016,63,NARCOTICS,104
2016,63,CRIMINAL SEXUAL ASSAULT,6
2016,63,OBSCENITY,1
2016,63,WEAPONS VIOLATION,31
2016,63,CRIM SEXUAL ASSAULT,13
2016,63,INTERFERENCE WITH PUBLIC OFFICER,9
2016,63,SEX OFFENSE,15
2016,63,ROBBERY,112
2016,63,OTHER OFFENSE,144
2016,63,HOMICIDE,14
2016,64,ARSON,2
2016,64,HOMICIDE,1
2016,64,OTHER OFFENSE,86
2016,64,SEX OFFENSE,6
2016,64,CRIMINAL SEXUAL ASSAULT,1
2016,64,DECEPTIVE PRACTICE,102
2016,64,NARCOTICS,20
2016,64,KIDNAPPING,1
2016,64,BATTERY,151
2016,64,LIQUOR LAW VIOLATION,1
2016,64,WEAPONS VIOLATION,4
2016,64,INTERFERENCE WITH PUBLIC OFFICER,2
2016,64,MOTOR VEHICLE THEFT,47
2016,64,CRIMINAL DAMAGE,126
2016,64,THEFT,193
2016,64,ASSAULT,57
2016,64,CRIM SEXUAL ASSAULT,4
2016,64,BURGLARY,92
2016,64,OFFENSE INVOLVING CHILDREN,17
2016,64,PUBLIC INDECENCY,1
2016,64,CRIMINAL TRESPASS,27
2016,64,ROBBERY,26
2016,64,PUBLIC PEACE VIOLATION,4
2016,65,CRIMINAL DAMAGE,352
2016,65,WEAPONS VIOLATION,9
2016,65,STALKING,2
2016,65,ROBBERY,101
2016,65,ARSON,15
2016,65,OFFENSE INVOLVING CHILDREN,34
2016,65,CRIMINAL TRESPASS,31
2016,65,PUBLIC PEACE VIOLATION,4
2016,65,OTHER OFFENSE,136
2016,65,THEFT,556
2016,65,BATTERY,303
2016,65,CRIM SEXUAL ASSAULT,8
2016,65,OBSCENITY,2
2016,65,LIQUOR LAW VIOLATION,2
2016,65,BURGLARY,177
2016,65,DECEPTIVE PRACTICE,149
2016,65,NARCOTICS,43
2016,65,SEX OFFENSE,7
2016,65,ASSAULT,107
2016,65,CRIMINAL SEXUAL ASSAULT,1
2016,65,MOTOR VEHICLE THEFT,99
2016,65,INTERFERENCE WITH PUBLIC OFFICER,3
2016,65,INTIMIDATION,2
2016,65,HOMICIDE,5
2016,66,BATTERY,1283
2016,66,ARSON,22
2016,66,PUBLIC PEACE VIOLATION,31
2016,66,ROBBERY,287
2016,66,SEX OFFENSE,27
2016,66,CRIMINAL TRESPASS,112
2016,66,PROSTITUTION,1
2016,66,CRIMINAL SEXUAL ASSAULT,5
2016,66,MOTOR VEHICLE THEFT,268
2016,66,OBSCENITY,1
2016,66,KIDNAPPING,5
2016,66,OTHER OFFENSE,406
2016,66,CRIM SEXUAL ASSAULT,28
2016,66,ASSAULT,457
2016,66,HOMICIDE,20
2016,66,INTIMIDATION,1
2016,66,BURGLARY,514
2016,66,CRIMINAL DAMAGE,782
2016,66,LIQUOR LAW VIOLATION,6
2016,66,NON-CRIMINAL,2
2016,66,INTERFERENCE WITH PUBLIC OFFICER,15
2016,66,DECEPTIVE PRACTICE,293
2016,66,NARCOTICS,243
2016,66,STALKING,2
2016,66,WEAPONS VIOLATION,91
2016,66,OFFENSE INVOLVING CHILDREN,69
2016,66,THEFT,874
2016,66,GAMBLING,17
2016,67,OTHER OFFENSE,500
2016,67,INTERFERENCE WITH PUBLIC OFFICER,50
2016,67,CRIMINAL TRESPASS,156
2016,67,STALKING,5
2016,67,OFFENSE INVOLVING CHILDREN,64
2016,67,INTIMIDATION,2
2016,67,CRIMINAL DAMAGE,800
2016,67,BATTERY,1655
2016,67,GAMBLING,23
